E0419 14:45:41.476976  210110 message_generator.cc:59] MessageGenerator::add_member_variables f4
E0419 14:45:41.476983  210110 message_generator.cc:69] MessageGenerator::add_member_variables f5
E0419 14:45:41.476989  210110 message_generator.cc:71] MessageGenerator::add_member_variables f6
E0419 14:45:41.476995  210110 message_generator.cc:53] MessageGenerator::add_member_variables f1
E0419 14:45:41.477001  210110 message_generator.cc:55] MessageGenerator::add_member_variables f2
E0419 14:45:41.477013  210110 message_generator.cc:57] MessageGenerator::add_member_variables f3
E0419 14:45:41.477022  210110 message_generator.cc:59] MessageGenerator::add_member_variables f4
E0419 14:45:41.477031  210110 message_generator.cc:69] MessageGenerator::add_member_variables f5
E0419 14:45:41.477039  210110 message_generator.cc:71] MessageGenerator::add_member_variables f6
E0419 14:45:41.477048  210110 message_generator.cc:34] MessageGenerator after add_member_variables
E0419 14:45:41.477060  210110 message_generator.cc:36] MessageGenerator after add_getters
E0419 14:45:41.477074  210110 message_generator.cc:38] MessageGenerator after add_setters
E0419 14:45:41.477086  210110 message_generator.cc:40] MessageGenerator after add_from_proto
E0419 14:45:41.477094  210110 message_generator.cc:42] MessageGenerator after add_to_proto
E0419 14:45:41.477101  210110 message_generator.cc:44] MessageGenerator after add_nested_types
E0419 14:45:41.477110  210110 message_generator.cc:46] MessageGenerator finish done
E0419 14:45:41.477119  210110 message_generator.cc:44] MessageGenerator after add_nested_types
E0419 14:45:41.477129  210110 message_generator.cc:46] MessageGenerator finish done
E0419 14:45:41.477136  210110 file_generator.cc:183] FileGenerator constructor 6
E0419 14:45:41.477144  210110 shark.cc:27] Shark Generator 2
E0419 14:45:41.477255  210110 shark.cc:30] Shark Generator 3
E0419 14:45:41.477272  210110 shark.cc:33] Shark Generator 4
E0419 14:45:41.477280  210110 shark.cc:37] Shark Generator 5
E0419 14:45:41.477288  210110 shark.cc:41] Shark Generator 6
E0419 14:45:41.477295  210110 shark.cc:44] Shark Generator 7
E0419 14:45:41.477303  210110 shark.cc:47] Shark Generator 8
E0419 14:45:41.477314  210110 shark.cc:49] Shark Generator 9
E0419 14:45:41.477321  210110 shark.cc:51] Shark Generator 10
E0419 14:45:41.477326  210110 shark.cc:53] Shark Generator 11
W0419 14:47:02.910832  210370 shark.cc:61] Shark Generator 1
E0419 14:47:02.912141  210370 shark.cc:25] Shark Generator 1
E0419 14:47:02.912160  210370 file_generator.cc:137] FileGenerator constructor 1
E0419 14:47:02.912172  210370 file_generator.cc:146] FileGenerator constructor 2
E0419 14:47:02.912182  210370 file_generator.cc:163] FileGenerator constructor 3
E0419 14:47:02.912191  210370 file_generator.cc:168] FileGenerator constructor 4
E0419 14:47:02.912219  210370 file_generator.cc:175] FileGenerator constructor 5
E0419 14:47:02.912231  210370 message_generator.cc:32] MessageGenerator::generate start: Person
E0419 14:47:02.912238  210370 message_generator.cc:51] MessageGenerator::add_member_variables 1 field count:6
E0419 14:47:02.912259  210370 message_generator.cc:53] MessageGenerator::add_member_variables f1
E0419 14:47:02.912265  210370 message_generator.cc:55] MessageGenerator::add_member_variables f2
